Class,count of spam words,count of function words,count of HTML anchors,count of all tags,count of all tags not anchor,count of image tags,count of alphanumeric,count of duplicate words,min word length,count of lower case,longest capitalized word,count of lines,count of digits,count of whitespaces,count of uppercase chars,count of all chars,count of tabs,count of specials,count of alpha chars,count of words,average word lt,count of words whose lt is greater than 6,count of words whose lt is lesser than 3,count of single qoutes,count of commas,count of periods,count of semicolon,count of question marks,count of multiple question marks,count of exclamation,count of multiple exclamation,count of colons,count of ellipses,count of sentences,count of paras,avg number of sentences per para,avg no of words per para,avg no of chars per para,avg no of words per sentence,no of sentences beginning with caps,no of sentences beginning with lower,frequency of $,count of capitalized words,count of all caps,count of digit words,words with only letters,only single letter words,only single digit words,single chars,max ratio of uppercase letters to lowercase letters of each word.,Max of ratio of uppercase letters to all characters of each word,max ratio of digits to all chars in a word,Max of ratio of non-alphanumeric characters to all characters of each word,Max of the longest repeating character,Max of the character lengths of words,minimum char diversity
0,1,67,0,0,0,0,743,4,2,701,9,27,0,125,42,938,0,70,743,142,6.605633802816901,49,53,0,10,19,1,1,0,0,0,3,2,7,6,1.1666666666666667,23.666666666666668,156.33333333333334,20.285714285714285,5,0,0,22,6,0,116,2,0,0,0.05991440798858773,28.571428571428573,0.0,0.20788912579957355,3,39,5.794871794871795
0,0,47,0,0,0,0,517,2,2,475,3,34,6,159,36,785,0,109,511,157,5.0,33,88,7,8,11,0,1,0,0,0,3,1,7,4,1.75,39.25,196.25,22.428571428571427,3,0,0,27,7,1,88,5,0,38,0.07578947368421053,68.0,0.007643312101910828,0.3414012738853503,3,22,13.09090909090909
0,1,44,0,1,1,0,474,4,2,442,4,21,5,108,27,660,0,78,469,108,6.111111111111111,29,47,4,5,8,1,1,0,0,0,5,4,6,6,1.0,18.0,110.0,18.0,2,0,1,19,9,0,71,4,0,5,0.06108597285067873,21.444444444444446,0.007575757575757576,0.2818181818181818,5,31,6.774193548387097
0,4,140,0,8,8,0,1856,42,2,1686,7,99,51,389,119,2567,0,322,1805,439,5.847380410022779,149,179,8,35,35,0,1,0,1,0,12,5,27,11,2.4545454545454546,39.90909090909091,233.36363636363637,16.25925925925926,20,0,1,90,15,8,280,12,5,12,0.07058125741399762,178.75,0.019867549668874173,0.5539540319439034,6,13,55.61538461538461
0,0,35,0,0,0,0,354,9,2,303,4,22,1,84,50,498,0,60,353,93,5.354838709677419,23,39,3,14,6,0,2,0,0,0,1,2,8,4,2.0,23.25,124.5,11.625,4,0,0,28,11,0,58,2,0,9,0.16501650165016502,144.0,0.002008032128514056,0.2891566265060241,5,14,11.0
0,4,155,0,8,8,0,2302,58,2,2081,7,123,63,427,158,3136,0,407,2239,515,6.089320388349514,181,206,8,39,46,3,1,0,1,0,21,7,33,16,2.0625,32.1875,196.0,15.606060606060606,20,4,1,119,17,9,325,13,5,14,0.07592503604036521,209.5,0.020089285714285716,0.2659438775510204,9,76,11.802631578947368
0,0,101,0,0,0,0,984,30,2,941,4,38,11,244,32,1340,0,112,973,221,6.0633484162895925,67,87,9,17,18,0,0,0,0,0,4,1,12,10,1.2,22.1,134.0,18.416666666666668,3,1,0,23,5,1,162,7,0,1,0.03400637619553666,13.172413793103448,0.008208955223880597,0.2656716417910448,26,29,13.172413793103448
0,0,29,0,0,0,0,313,2,2,266,4,16,12,71,35,426,0,42,301,78,5.461538461538462,20,35,3,6,9,0,0,0,0,0,3,0,7,6,1.1666666666666667,13.0,71.0,11.142857142857142,6,0,0,23,11,0,52,5,0,2,0.13157894736842105,23.6,0.028169014084507043,0.2652582159624413,3,18,7.166666666666666
0,2,244,0,1,1,0,2730,84,2,2595,4,85,18,586,117,3626,0,310,2712,613,5.915171288743883,197,262,6,21,37,0,3,0,0,0,13,6,34,11,3.090909090909091,55.72727272727273,329.6363636363636,18.029411764705884,25,0,0,91,9,1,457,13,0,52,0.04508670520231214,100.33333333333333,0.004964147821290678,0.2471042471042471,27,31,29.677419354838708
0,1,42,0,0,0,0,634,17,2,548,2,28,53,121,33,845,0,90,581,134,6.3059701492537314,56,42,1,10,15,0,0,0,0,0,3,14,6,5,1.2,26.8,169.0,22.333333333333332,4,0,5,28,4,3,97,6,0,4,0.060218978102189784,27.25,0.06272189349112427,0.24970414201183433,8,28,8.321428571428571
0,0,42,0,0,0,0,438,6,2,337,4,29,39,92,62,605,0,75,399,107,5.654205607476635,30,53,0,5,7,0,2,0,0,0,2,2,5,6,0.8333333333333334,17.833333333333332,100.83333333333333,21.4,1,1,0,24,11,2,73,2,1,6,0.18397626112759644,24.857142857142858,0.06446280991735537,0.27603305785123966,6,15,12.0
0,0,433,0,2,2,0,4192,150,2,3922,9,124,58,817,212,5488,0,479,4134,911,6.0241492864983535,294,342,19,105,42,0,3,0,0,0,11,10,34,19,1.7894736842105263,47.94736842105263,288.8421052631579,26.794117647058822,29,0,0,103,28,7,668,15,0,3,0.05405405405405406,186.0,0.010568513119533527,0.23615160349854228,17,64,21.234375
0,4,718,0,0,0,0,10627,653,3,9690,12,184,284,1863,653,13172,0,682,10343,1940,6.789690721649484,869,656,9,111,187,3,1,0,0,0,18,40,99,73,1.356164383561644,26.575342465753426,180.43835616438355,19.595959595959595,77,0,0,350,75,18,1578,36,0,11,0.0673890608875129,283.55555555555554,0.021560886729426056,0.19321287579714547,4,68,38.26470588235294
0,1,147,0,0,0,0,1617,46,2,1522,7,63,6,732,89,2596,0,247,1611,384,6.760416666666667,129,164,10,10,46,0,0,0,1,0,2,6,21,10,2.1,38.4,259.6,18.285714285714285,8,0,0,38,7,1,260,4,0,44,0.05847568988173456,326.3333333333333,0.0023112480739599386,0.3771186440677966,63,27,36.925925925925924
0,0,5,0,0,0,0,108,0,3,87,2,12,16,18,5,150,0,24,92,23,6.521739130434782,9,10,0,1,1,0,0,0,0,0,4,0,1,4,0.25,5.75,37.5,23.0,0,0,0,4,1,1,13,1,0,0,0.05747126436781609,15.0,0.10666666666666667,0.28,3,18,3.2222222222222223
0,1,394,0,2,2,0,3829,141,2,3621,7,103,32,749,176,4874,0,296,3797,826,5.900726392251816,267,356,6,43,85,0,1,0,0,0,2,0,46,20,2.3,41.3,243.7,17.956521739130434,37,1,0,146,20,7,678,21,0,2,0.048605357636012154,150.14285714285714,0.006565449322938038,0.21440295445219532,17,100,11.28
0,2,423,0,2,2,0,4388,205,2,4093,11,111,117,847,178,5517,0,282,4271,932,5.919527896995708,312,354,6,56,55,0,0,0,0,0,2,0,44,20,2.2,46.6,275.85,21.181818181818183,41,1,2,143,11,13,792,17,1,0,0.043488883459565114,162.14285714285714,0.021207177814029365,0.20464020300888164,17,66,17.924242424242422
0,0,86,0,0,0,0,1194,41,2,1107,10,47,15,217,72,1522,0,111,1179,250,6.088,95,94,5,12,22,0,1,0,0,0,1,6,11,9,1.2222222222222223,27.77777777777778,169.11111111111111,22.727272727272727,8,0,0,46,10,4,193,9,0,5,0.06504065040650407,41.75,0.00985545335085414,0.21550591327201052,4,16,21.375
0,1,888,0,0,0,0,8444,354,2,8143,7,247,70,1772,231,11077,0,861,8374,1912,5.793410041841004,598,751,24,156,76,0,3,0,0,0,12,42,69,13,5.3076923076923075,147.07692307692307,852.0769230769231,27.71014492753623,50,0,6,150,55,7,1429,63,2,60,0.028367923369765444,659.25,0.006319400559718335,0.23769973819626253,11,23,115.3913043478261
0,0,133,0,0,0,0,1347,32,2,1306,2,49,4,293,37,1777,0,137,1343,293,6.064846416382252,109,110,5,20,26,4,6,0,0,0,1,2,17,13,1.3076923076923077,22.53846153846154,136.69230769230768,17.235294117647058,13,1,0,30,5,0,220,6,0,21,0.028330781010719754,87.0,0.0022509848058525606,0.24198086662915025,4,13,33.92307692307693
0,0,133,0,0,0,0,1347,32,2,1306,2,49,4,293,37,1777,0,137,1343,293,6.064846416382252,109,110,5,20,26,4,6,0,0,0,1,2,17,13,1.3076923076923077,22.53846153846154,136.69230769230768,17.235294117647058,13,1,0,30,5,0,220,6,0,21,0.028330781010719754,87.0,0.0022509848058525606,0.24198086662915025,4,13,33.92307692307693
0,1,115,0,0,0,0,983,13,3,952,1,50,0,217,31,1323,0,123,983,241,5.4896265560165975,68,111,4,14,17,0,2,0,0,0,7,4,10,10,1.0,24.1,132.3,24.1,7,0,0,27,7,0,181,15,0,9,0.032563025210084036,113.33333333333333,0.0,0.25699168556311414,11,12,29.25
0,0,32,0,0,0,0,322,6,2,303,2,19,0,74,19,442,0,46,322,82,5.390243902439025,22,35,2,6,6,0,2,0,0,0,0,0,6,3,2.0,27.333333333333332,147.33333333333334,13.666666666666666,3,1,0,13,3,0,58,2,0,10,0.0627062706270627,31.0,0.0,0.27149321266968324,4,13,10.076923076923077
0,0,45,0,0,0,0,486,10,3,473,2,17,1,97,12,631,0,48,485,107,5.897196261682243,36,37,2,5,11,0,0,0,0,0,3,2,6,3,2.0,35.666666666666664,210.33333333333334,17.833333333333332,4,0,0,11,1,0,81,1,0,6,0.02536997885835095,49.333333333333336,0.001584786053882726,0.22979397781299524,3,14,11.357142857142858
0,0,62,0,1,1,0,826,21,2,795,4,27,1,167,30,1077,0,84,825,159,6.773584905660377,63,60,0,5,11,0,0,0,0,0,7,4,8,5,1.6,31.8,215.4,19.875,5,0,0,22,8,0,120,0,0,5,0.03773584905660377,28.666666666666668,0.0009285051067780873,0.2330547818012999,5,31,8.870967741935484
0,0,179,0,0,0,0,2023,60,3,1981,2,53,18,364,24,2506,0,119,2005,396,6.328282828282828,164,124,4,19,15,0,0,0,0,0,3,8,14,8,1.75,49.5,313.25,28.285714285714285,13,0,0,22,3,0,337,12,0,7,0.012115093387178193,69.71428571428571,0.007182761372705506,0.19273743016759776,4,15,33.06666666666667
0,1,180,0,0,0,0,1902,80,2,1778,8,69,39,379,85,2480,0,199,1863,420,5.904761904761905,131,161,8,14,32,1,1,0,0,0,12,2,21,8,2.625,52.5,310.0,20.0,18,0,0,59,14,1,318,7,0,30,0.047806524184476944,578.0,0.015725806451612902,0.23306451612903226,5,72,8.833333333333334
0,0,51,0,0,0,0,556,20,2,535,4,21,2,115,19,714,0,43,554,116,6.155172413793103,38,54,1,3,5,0,1,0,0,0,1,0,7,6,1.1666666666666667,19.333333333333332,119.0,16.571428571428573,4,0,0,14,7,0,92,2,0,7,0.03551401869158879,53.666666666666664,0.0028011204481792717,0.22128851540616246,5,14,12.214285714285715
0,0,176,0,0,0,0,1976,69,3,1927,4,47,7,369,42,2452,0,107,1969,403,6.084367245657568,151,154,4,10,19,0,0,0,0,0,0,4,20,8,2.5,50.375,306.5,20.15,16,0,0,32,10,0,339,7,0,16,0.021795537104307212,159.66666666666666,0.0028548123980424145,0.19412724306688417,3,17,29.0
0,0,35,0,1,1,0,412,9,3,404,1,17,0,84,8,538,0,42,412,91,5.912087912087912,34,34,0,2,2,0,1,0,0,0,1,0,3,3,1.0,30.333333333333332,179.33333333333334,30.333333333333332,2,0,0,7,0,0,73,2,0,8,0.019801980198019802,26.0,0.0,0.2342007434944238,5,14,10.0
0,0,14,0,1,1,0,129,2,2,117,1,10,0,35,12,193,0,29,129,36,5.361111111111111,8,14,1,0,2,0,0,0,0,0,1,0,2,2,1.0,18.0,96.5,18.0,1,0,0,10,3,0,25,3,0,2,0.10256410256410256,9.857142857142856,0.0,0.3316062176165803,5,10,7.4
0,0,23,0,0,0,0,165,2,2,155,1,13,0,39,10,242,0,38,165,45,5.377777777777778,10,18,1,1,8,0,0,0,0,0,0,0,3,2,1.5,22.5,121.0,15.0,0,0,0,7,3,0,34,2,0,0,0.06451612903225806,13.5,0.0,0.3181818181818182,5,16,5.5625
0,0,19,0,1,1,0,294,8,2,248,2,21,9,70,37,449,0,85,285,82,5.475609756097561,20,39,1,2,6,0,0,0,0,0,8,0,3,2,1.5,41.0,224.5,27.333333333333332,0,0,0,28,5,1,41,3,0,16,0.14919354838709678,22.857142857142858,0.0200445434298441,0.34521158129175944,5,28,6.321428571428571
0,3,422,0,0,0,0,4860,174,2,4644,7,119,67,885,149,6118,0,373,4793,978,6.25562372188139,376,316,27,61,57,0,0,0,0,0,1,2,50,18,2.7777777777777777,54.333333333333336,339.8888888888889,19.56,35,0,0,119,9,3,800,34,0,1,0.03208440999138674,315.0,0.010951291271657405,0.20562275253350767,44,61,21.442622950819672
0,5,275,0,0,0,0,3340,140,2,3181,7,83,12,655,147,4254,0,259,3328,669,6.358744394618834,290,236,8,40,33,1,2,0,0,0,0,10,28,14,2.0,47.785714285714285,303.85714285714283,23.892857142857142,27,0,0,122,10,1,568,11,0,1,0.04621188305564288,115.125,0.0028208744710860366,0.2148566055477198,59,59,15.491525423728813
0,2,456,0,1,1,0,5397,227,2,5053,8,171,78,1122,266,7025,0,506,5319,1148,6.119337979094077,407,411,29,78,62,5,2,0,0,0,19,2,58,33,1.7575757575757576,34.78787878787879,212.87878787878788,19.79310344827586,43,0,10,177,32,6,877,42,0,4,0.05264199485454186,57.03448275862069,0.011103202846975089,0.23174377224199288,28,29,57.03448275862069
0,0,60,0,3,3,0,579,7,2,528,2,28,9,132,42,816,0,105,570,150,5.44,41,63,5,3,19,0,1,0,0,0,7,0,8,4,2.0,37.5,204.0,18.75,6,0,0,30,7,1,104,9,0,10,0.07954545454545454,237.0,0.011029411764705883,0.29044117647058826,5,19,13.368421052631579
0,0,61,0,0,0,0,600,14,3,571,1,23,5,137,24,803,0,66,595,145,5.537931034482758,30,66,2,4,16,0,0,0,0,0,3,2,11,6,1.8333333333333333,24.166666666666668,133.83333333333334,13.181818181818182,9,0,3,23,3,0,110,9,0,6,0.04203152364273205,26.125,0.0062266500622665,0.25280199252801994,3,31,7.387096774193549
0,2,313,0,0,0,0,3817,98,2,3637,2,109,59,822,121,5022,0,384,3757,867,5.7923875432525955,297,379,16,67,37,3,0,0,1,0,9,14,25,4,6.25,216.75,1255.5,34.68,20,0,0,116,1,6,616,33,0,94,0.033278327832783276,302.5,0.011748307447232178,0.24014336917562723,3,19,64.36842105263158
0,0,13,0,0,0,0,151,0,3,145,1,11,0,27,6,206,0,28,151,31,6.645161290322581,8,13,0,0,17,0,0,0,0,0,0,0,3,2,1.5,15.5,103.0,10.333333333333334,2,0,0,4,2,0,24,2,0,0,0.041379310344827586,10.0,0.0,0.2669902912621359,5,24,3.0
0,0,51,0,0,0,0,716,19,3,648,9,28,17,115,51,901,0,70,699,135,6.674074074074074,56,41,2,7,15,0,0,0,0,0,1,2,5,6,0.8333333333333334,22.5,150.16666666666666,27.0,4,1,0,32,7,2,109,4,1,0,0.0787037037037037,21.444444444444446,0.018867924528301886,0.20532741398446172,3,58,3.9655172413793105
0,1,93,0,0,0,0,900,9,2,862,3,32,8,181,30,1234,0,153,892,199,6.201005025125628,60,76,5,17,16,1,0,0,0,0,3,1,14,5,2.8,39.8,246.8,14.214285714285714,13,0,0,26,3,1,151,5,0,0,0.03480278422273782,8.409090909090908,0.006482982171799027,0.2706645056726094,65,65,5.138461538461539
0,1,112,0,0,0,0,778,20,2,751,3,28,6,178,21,1015,0,59,772,191,5.31413612565445,40,81,2,4,14,0,0,0,0,0,1,0,7,7,1.0,27.285714285714285,145.0,27.285714285714285,7,0,0,17,2,1,171,3,0,0,0.02796271637816245,80.0,0.005911330049261084,0.2334975369458128,4,15,16.666666666666668
0,0,17,0,0,0,0,367,5,3,323,2,15,27,47,17,466,0,52,340,55,8.472727272727273,22,19,1,0,13,0,0,0,0,0,3,0,3,2,1.5,27.5,233.0,18.333333333333332,1,1,0,14,1,1,46,3,1,2,0.05263157894736842,2.730769230769231,0.05793991416309013,0.21244635193133046,5,65,2.292307692307692
0,0,528,0,2,2,0,5416,240,2,5044,11,161,74,1050,298,7071,0,605,5342,1167,6.059125964010283,375,436,21,121,58,5,3,0,1,0,23,16,47,25,1.88,46.68,282.84,24.829787234042552,43,0,0,161,44,9,855,24,0,4,0.05908009516256939,237.28571428571428,0.010465280724084288,0.2340545891670202,17,64,26.84375
0,6,327,0,2,2,0,4327,191,2,4095,7,122,22,796,210,5489,0,366,4305,855,6.419883040935672,368,294,9,47,41,2,3,0,1,0,16,14,33,24,1.375,35.625,228.70833333333334,25.90909090909091,31,0,0,174,16,2,708,13,0,2,0.05128205128205128,146.125,0.004008016032064128,0.21169611951175077,59,59,19.694915254237287
0,0,680,0,2,2,0,6921,376,2,6437,11,219,83,1512,401,9366,0,933,6838,1665,5.6252252252252255,474,729,30,136,82,10,7,0,1,0,33,20,69,8,8.625,208.125,1170.75,24.130434782608695,48,0,0,241,56,10,1106,30,0,176,0.06229610066801305,2445.0,0.008861840700405722,0.2610506085842409,17,64,39.1875
0,3,426,0,2,2,0,4998,177,2,4755,7,126,76,912,167,6313,0,403,4922,1009,6.256689791873142,389,326,28,63,58,0,0,0,0,0,7,2,51,20,2.55,50.45,315.65,19.784313725490197,35,0,0,135,10,4,815,34,0,2,0.03512092534174553,329.25,0.012038650403928403,0.20830033264691905,44,61,22.37704918032787
0,0,24,0,3,3,0,433,37,2,357,2,30,18,116,58,685,0,136,415,131,5.229007633587786,30,64,1,5,6,0,1,0,0,0,14,0,5,3,1.6666666666666667,43.666666666666664,228.33333333333334,26.2,1,0,0,43,7,2,56,3,0,34,0.16246498599439776,252.0,0.026277372262773723,0.3678832116788321,5,28,9.785714285714286
0,0,44,0,2,2,0,475,6,2,412,3,31,19,115,44,706,0,116,456,124,5.693548387096774,37,57,3,8,17,1,0,0,0,0,3,1,7,7,1.0,17.714285714285715,100.85714285714286,17.714285714285715,3,0,0,34,10,2,78,3,0,8,0.10679611650485436,33.857142857142854,0.026912181303116147,0.3271954674220963,17,17,13.588235294117647
0,0,49,0,3,3,0,508,2,2,449,3,26,19,107,40,707,0,92,489,121,5.8429752066115705,40,57,7,6,16,0,1,0,0,0,2,0,6,5,1.2,24.2,141.4,20.166666666666668,4,0,0,30,8,2,83,6,0,6,0.08908685968819599,29.285714285714285,0.026874115983026876,0.2814710042432815,17,19,11.368421052631579
0,0,95,0,0,0,0,879,27,2,847,6,32,6,191,26,1143,0,73,873,213,5.366197183098592,52,88,0,13,11,0,0,0,0,0,1,0,6,7,0.8571428571428571,30.428571428571427,163.28571428571428,35.5,3,2,0,16,5,1,183,5,0,0,0.030696576151121605,66.75,0.005249343832020997,0.23097112860892388,4,14,19.857142857142858
0,0,13,0,1,1,0,242,0,2,204,3,20,11,54,27,357,4,57,231,53,6.735849056603773,17,21,0,5,9,0,0,0,0,0,3,2,5,7,0.7142857142857143,7.571428571428571,51.0,10.6,4,0,0,16,5,0,29,1,0,3,0.1323529411764706,4.176470588235294,0.03081232492997199,0.32212885154061627,10,34,4.176470588235294
0,0,31,0,0,0,0,236,0,3,225,2,17,0,51,11,390,0,103,236,59,6.610169491525424,14,29,0,5,6,0,3,0,0,0,3,0,6,3,2.0,19.666666666666668,130.0,9.833333333333334,4,0,0,7,1,0,43,2,0,0,0.04888888888888889,8.095238095238095,0.0,0.39487179487179486,65,65,2.3692307692307693
0,0,34,0,0,0,0,268,2,3,243,3,13,10,64,15,358,0,26,258,69,5.188405797101449,13,32,0,5,3,0,0,0,0,0,2,0,4,4,1.0,17.25,89.5,17.25,3,0,0,10,1,0,56,0,0,2,0.06172839506172839,19.0,0.027932960893854747,0.25139664804469275,3,13,7.923076923076923
0,0,53,0,1,1,0,750,12,2,683,3,45,21,141,46,1032,4,137,729,154,6.701298701298701,53,62,3,10,17,0,1,0,0,0,11,6,11,12,0.9166666666666666,12.833333333333334,86.0,14.0,3,7,0,32,6,1,96,3,0,5,0.06734992679355783,9.088235294117649,0.020348837209302327,0.27325581395348836,10,34,9.088235294117649
0,0,33,0,2,2,0,446,9,2,384,3,26,19,85,43,619,0,88,427,99,6.252525252525253,41,37,4,9,13,0,1,0,0,0,3,1,7,6,1.1666666666666667,16.5,103.16666666666667,14.142857142857142,5,0,0,36,6,2,64,0,0,1,0.11197916666666667,25.571428571428573,0.030694668820678513,0.27948303715670436,17,17,10.176470588235293
0,0,23,0,2,2,0,354,0,2,300,3,21,19,65,35,495,0,76,335,76,6.5131578947368425,32,32,2,7,14,0,0,0,0,0,2,0,5,4,1.25,19.0,123.75,15.2,4,0,0,27,6,2,47,0,0,1,0.11666666666666667,21.0,0.03838383838383838,0.28484848484848485,17,17,8.294117647058824
0,0,110,0,0,0,0,1136,30,3,1110,6,42,0,212,26,1460,0,112,1136,238,6.1344537815126055,83,97,4,6,14,0,1,0,0,0,2,10,12,6,2.0,39.666666666666664,243.33333333333334,19.833333333333332,8,3,0,18,3,0,188,6,0,13,0.023423423423423424,54.666666666666664,0.0,0.2219178082191781,5,28,12.357142857142858
0,0,11,0,0,0,0,168,0,3,154,1,9,2,30,12,221,0,23,166,33,6.696969696969697,13,10,1,5,5,0,0,0,0,0,1,0,4,2,2.0,16.5,110.5,8.25,4,0,0,12,0,0,23,1,0,0,0.07792207792207792,11.6,0.00904977375565611,0.2398190045248869,3,22,3.1363636363636367
0,0,15,0,0,0,0,126,3,3,117,6,14,0,23,9,168,0,19,126,29,5.793103448275862,8,10,1,0,2,0,0,0,0,0,1,0,3,3,1.0,9.666666666666666,56.0,9.666666666666666,0,3,0,2,2,0,24,0,0,0,0.07692307692307693,9.4,0.0,0.25,6,10,5.0
0,0,138,0,0,0,0,1663,52,2,1588,6,65,18,301,57,2140,0,176,1645,339,6.312684365781711,123,129,8,11,18,0,2,0,0,0,9,10,15,9,1.6666666666666667,37.666666666666664,237.77777777777777,22.6,8,5,0,44,4,2,265,7,0,13,0.03589420654911839,80.16666666666667,0.008411214953271028,0.22289719626168225,7,30,16.7
0,1,16,0,0,0,0,188,0,3,172,2,12,12,35,4,255,0,32,176,39,6.538461538461538,17,16,2,4,2,0,0,0,0,0,5,2,1,4,0.25,9.75,63.75,39.0,0,0,0,3,1,0,26,2,0,1,0.023255813953488372,23.333333333333332,0.047058823529411764,0.2627450980392157,3,24,3.6666666666666665
0,1,28,0,0,0,0,353,3,3,333,1,18,6,72,14,478,0,53,347,81,5.901234567901234,27,29,1,5,11,0,0,0,0,0,1,4,7,5,1.4,16.2,95.6,11.571428571428571,6,0,0,12,1,2,59,5,0,0,0.042042042042042045,16.5,0.012552301255230125,0.2615062761506276,4,16,8.6875
0,0,3,0,0,0,0,184,0,3,164,1,13,8,21,12,255,1,49,176,22,11.590909090909092,11,4,0,3,8,0,0,0,1,0,3,1,2,4,0.5,5.5,63.75,11.0,1,1,0,6,1,0,8,0,0,0,0.07317073170731707,9.625,0.03137254901960784,0.2784313725490196,6,49,2.2857142857142856
0,4,2808,0,2,2,0,28055,1731,2,26939,8,559,174,5273,942,35012,0,1686,27879,5780,6.057439446366782,2113,2190,114,410,260,17,8,0,1,0,12,18,248,47,5.276595744680851,122.97872340425532,744.936170212766,23.306451612903224,197,3,0,834,48,10,4791,158,0,4,0.034970486691168284,995.0,0.004969724665828859,0.19876042499714383,17,49,142.83673469387756
0,0,43,0,0,0,0,631,11,2,588,1,27,20,123,23,821,0,67,611,133,6.172932330827067,51,49,6,6,6,0,1,0,0,0,3,0,6,3,2.0,44.333333333333336,273.6666666666667,22.166666666666668,3,0,0,22,0,1,99,2,0,10,0.0391156462585034,13.6,0.024360535931790498,0.23142509135200975,6,16,12.75
0,2,87,0,0,0,0,1197,32,2,1085,5,57,68,241,44,1626,0,188,1129,268,6.067164179104478,90,115,6,13,22,0,0,0,0,0,12,2,9,10,0.9,26.8,162.6,29.77777777777778,3,1,0,36,3,6,187,6,0,16,0.04055299539170507,18.625,0.041820418204182044,0.26383763837638374,10,47,9.893617021276595
0,0,23,0,0,0,0,312,8,3,275,6,24,9,68,28,455,0,75,303,80,5.6875,22,37,2,3,6,1,0,0,0,0,8,0,5,2,2.5,40.0,227.5,16.0,1,0,0,16,4,1,43,1,0,16,0.10181818181818182,143.0,0.01978021978021978,0.3142857142857143,5,26,6.3076923076923075
0,0,119,0,0,0,0,1056,10,2,1019,2,33,13,223,24,1355,0,76,1043,230,5.891304347826087,71,94,4,14,11,0,0,0,0,0,3,2,11,7,1.5714285714285714,32.857142857142854,193.57142857142858,20.90909090909091,8,0,0,19,3,0,194,5,0,1,0.023552502453385672,100.66666666666667,0.00959409594095941,0.22066420664206643,3,17,18.411764705882355
0,0,234,0,0,0,0,2355,95,3,2257,2,64,38,442,60,2926,0,129,2317,480,6.095833333333333,172,197,5,23,23,0,0,0,0,0,3,2,22,9,2.4444444444444446,53.333333333333336,325.1111111111111,21.818181818181817,21,1,0,43,18,0,403,19,0,3,0.02658396101019052,38.93333333333334,0.012987012987012988,0.19514695830485304,6,17,34.52941176470588
0,0,169,0,0,0,0,2084,79,2,1976,6,89,29,435,79,2823,0,304,2055,493,5.726166328600406,154,230,12,13,26,0,2,0,0,0,16,10,22,4,5.5,123.25,705.75,22.40909090909091,7,3,1,63,7,3,329,13,0,80,0.039979757085020245,739.0,0.010272759475735034,0.26177825008855826,5,30,25.433333333333334
0,0,41,0,0,0,0,339,0,3,323,1,23,4,62,12,441,0,40,335,75,5.88,24,29,0,4,5,0,2,0,0,0,0,2,4,7,0.5714285714285714,10.714285714285714,63.0,18.75,2,0,2,8,2,0,61,2,0,1,0.03715170278637771,11.0,0.009070294784580499,0.23129251700680273,3,13,8.769230769230768
0,1,32,0,0,0,0,366,0,3,350,2,15,0,79,16,478,0,33,366,83,5.759036144578313,24,37,0,6,1,1,1,0,0,0,1,1,3,4,0.75,20.75,119.5,27.666666666666668,3,0,0,10,6,0,67,10,0,0,0.045714285714285714,23.4,0.0,0.23430962343096234,3,16,7.9375
0,0,21,0,0,0,0,287,0,3,265,2,12,6,67,16,385,0,31,281,70,5.5,19,29,0,6,3,1,0,0,0,0,2,1,3,3,1.0,23.333333333333332,128.33333333333334,23.333333333333332,3,0,0,12,3,1,51,5,0,4,0.06037735849056604,13.125,0.015584415584415584,0.2545454545454545,3,12,9.083333333333332
0,1,41,0,0,0,0,705,10,9,652,8,27,22,88,31,872,0,79,683,106,8.226415094339623,47,39,1,2,15,0,0,0,0,0,3,0,5,3,1.6666666666666667,35.333333333333336,290.6666666666667,21.2,2,2,0,7,1,0,89,4,0,0,0.2477402132224982,2.2222222222222223,0.09522011094063496,0.7547582517014831,3,65,1.3384615384615386
0,0,152,0,7,7,0,1872,126,2,1671,3,98,62,423,139,2644,0,349,1810,471,5.613588110403397,143,225,11,30,44,1,2,0,3,1,21,13,19,15,1.2666666666666666,31.4,176.26666666666668,24.789473684210527,10,0,3,111,25,11,294,18,1,40,0.0831837223219629,111.14285714285715,0.023449319213313162,0.291981845688351,17,19,41.473684210526315
0,2,71,0,0,0,0,1036,12,2,982,4,32,6,193,48,1341,0,112,1030,203,6.605911330049261,67,85,6,8,23,1,2,0,0,0,6,5,11,6,1.8333333333333333,33.833333333333336,223.5,18.454545454545453,9,0,0,36,8,2,156,12,0,7,0.048879837067209775,153.5,0.0044742729306487695,0.22744220730797912,3,71,5.169014084507042
0,0,38,0,0,0,0,383,6,2,355,1,29,4,81,24,527,0,63,379,93,5.666666666666667,33,35,5,1,10,0,1,0,5,1,3,0,10,9,1.1111111111111112,10.333333333333334,58.55555555555556,9.3,8,0,0,20,6,1,65,5,0,0,0.0676056338028169,145.0,0.007590132827324478,0.2732447817836812,3,10,15.4
0,0,118,0,0,0,0,1130,37,3,1116,1,36,0,223,14,1423,0,70,1130,237,6.0042194092827,75,98,4,9,10,0,1,0,0,0,0,0,12,6,2.0,39.5,237.16666666666666,19.75,10,0,0,14,0,0,205,6,0,6,0.012544802867383513,59.6,0.0,0.20590302178496134,8,16,19.25
