Class,Year,Month,Day,Hour,Minute,Second,From Google?,From AOL?,From Gov?,From MIL?,From Yahoo,From example?,To hotmail?,To aol?,To MSN?,To localhost?,To yahoo?,To example?,To google?,To gov?,To mil?,Count of TO Mails,Reply to Google,Reply to Hotmail,Reply to MIL,Reply to Yahoo,Reply to AOL,Reply to Gov,X-Mailman Server,Is Text?,Is Multipart/Mixed?,Is Multipart/Alternative?
Ham,2002,10,9,4,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sylpheed version 0.8.5 (GTK+ 1.2.10; i386-redhat-linux),1,0,0
Ham,2002,10,8,15,45,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,10,8,15,51,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,Microsoft Outlook Express Macintosh Edition - 4.5 (0410),1,0,0
Ham,2002,10,8,15,48,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,1,0,0
Ham,2002,8,24,10,57,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0
Ham,2002,8,24,10,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Ham,2002,8,24,15,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,24,11,26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Ham,2002,8,24,11,45,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,24,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Microsoft Outlook, Build 10.0.2627",1,0,0
Ham,2002,8,25,8,34,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,8,25,10,17,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,"Microsoft Outlook, Build 10.0.2627",1,0,0
Ham,2002,8,25,16,50,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,MIME::Lite 1.2  (F2.6; T1.001; A1.48; B2.12; Q2.03),1,0,0
Ham,2002,8,25,21,18,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,,1,0,0
Ham,2002,8,26,14,13,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,MIME::Lite 1.2  (F2.6; T1.001; A1.48; B2.12; Q2.03),1,0,0
Ham,2002,8,26,8,38,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Apple Mail (2.482),1,0,0
Ham,2002,8,26,10,51,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,8,26,12,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0
Ham,2002,8,26,9,56,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,1,0,0
Ham,2002,8,26,8,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,1,0,0
Ham,2002,8,26,11,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,8,26,14,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,8,26,11,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,QUALCOMM Windows Eudora Version 5.1.1,1,0,0
Ham,2002,8,26,12,39,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Evolution/1.0.2-5mdk,1,0,0
Ham,2002,8,26,20,15,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,20,15,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Apple Mail (2.482),1,0,0
Ham,2002,8,20,15,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Apple Mail (2.482),1,0,0
Ham,2002,8,20,15,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Apple Mail (2.482),1,0,0
Ham,2002,8,20,23,36,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,"Microsoft Outlook CWS, Build 9.0.2416 (9.0.2910.0)",1,0,0
Ham,2002,8,21,1,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"Microsoft Outlook CWS, Build 9.0.2416 (9.0.2910.0)",1,0,0
Ham,2002,8,21,17,16,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,"VM 6.89 under 21.1 (patch 14) ""Cuyahoga Valley"" XEmacs Lucid",1,0,0
Ham,2002,8,21,16,20,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,,0,0,0
Ham,2002,8,22,19,39,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,8,22,10,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,24,11,30,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,Mozilla 4.79 [en] (X11; U; IRIX 6.5 IP32),1,0,0
Ham,2002,8,24,8,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,25,17,25,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,Mozilla 4.79 [en] (X11; U; IRIX 6.5 IP32),1,0,0
Ham,2002,8,26,7,25,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,Mozilla 4.79 [en] (X11; U; IRIX 6.5 IP32),1,0,0
Ham,2002,8,26,7,43,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,Mozilla 4.79 [en] (X11; U; IRIX 6.5 IP32),1,0,0
Ham,2002,8,26,13,39,46,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,8,26,14,18,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Evolution/1.0.2-5mdk,1,0,0
Ham,2002,8,26,15,2,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Evolution/1.0.2-5mdk,1,0,0
Ham,2002,8,26,16,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,27,1,40,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,8,26,18,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,0,0,0
Ham,2002,8,26,18,30,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,27,4,44,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0
Ham,2002,8,26,20,13,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0
Ham,2002,8,27,0,19,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,8,27,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,1,0,0
Ham,2002,8,26,19,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Apple Mail (2.482),1,0,0
Ham,2002,8,27,11,4,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,,0,0,0
Ham,2002,8,27,12,27,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,9,39,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Microsoft Outlook Express 5.50.4807.1700,1,0,0
Ham,2002,8,28,12,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,16,26,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,18,44,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,8,28,12,57,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,12,58,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,18,51,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,8,28,18,59,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,8,28,10,35,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Evolution/1.0.2-5mdk,1,0,0
Ham,2002,8,28,10,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,8,28,10,58,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Evolution/1.0.2-5mdk,1,0,0
Ham,2002,8,28,10,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,8,28,13,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,15,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,13,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,8,28,20,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,14,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,8,28,18,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Microsoft Outlook Express 6.00.2600.0000,1,0,0
Ham,2002,8,28,21,52,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,28,21,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,29,3,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,1,0,0
Ham,2002,8,29,11,24,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0
Ham,2002,8,29,11,27,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,8,29,12,6,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0
Ham,2002,9,1,16,59,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,9,1,19,39,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,The Bat! (v1.52f) Educational,1,0,0
Ham,2002,9,1,21,5,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,9,1,18,10,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,,1,0,0
Ham,2002,9,1,19,40,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,1,21,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,0,0,0
Ham,2002,9,1,21,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,9,2,3,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,1,0,0
Ham,2002,9,2,9,33,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,9,2,10,26,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,2,9,30,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2910.0)",1,0,0
Ham,2002,9,2,13,37,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,2,14,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Microsoft Outlook Express 5.50.4133.2400,1,0,0
Ham,2002,9,2,11,48,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2910.0)",1,0,0
Ham,2002,9,2,16,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0
Ham,2002,9,2,16,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0
Ham,2002,9,2,20,38,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Apple Mail (2.482),1,0,0
Ham,2002,8,22,9,59,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,exmh version 2.5 07/13/2001 with nmh-1.0.4,0,0,0
Ham,2002,8,22,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,exmh version 2.5 07/13/2001 with nmh-1.0.4,0,0,0
Ham,2002,8,22,11,28,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,exmh version 2.5 07/13/2001 with nmh-1.0.4,0,0,0
Ham,2002,8,22,12,49,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,exmh version 2.5 07/13/2001 with nmh-1.0.4,0,0,0
Ham,2002,8,22,13,3,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,exmh version 2.3.1 01/15/2001 with nmh-1.0.3,1,0,0
Ham,2002,8,24,9,31,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,8,25,21,58,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,exmh version 2.5 07/13/2001 with nmh-1.0.4,1,0,0
Ham,2002,8,24,18,56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,26,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,8,22,16,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,22,19,12,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ximian Evolution 1.0.3 (1.0.3-6),1,0,0
Ham,2002,8,23,3,50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ximian Evolution 1.0.8 (1.0.8-7),1,0,0
Ham,2002,8,25,0,58,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,24,19,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Ximian Evolution 1.0.8 (1.0.8-6),1,0,0
Ham,2002,8,26,12,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sylpheed version 0.8.1claws (GTK+ 1.2.10; i386-redhat-linux),1,0,0
Ham,2002,8,26,21,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,8,26,14,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sylpheed version 0.8.1 (GTK+ 1.2.10; i386-redhat-linux),1,0,0
Ham,2002,8,26,19,31,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,2,21,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0
Ham,2002,9,2,17,47,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Microsoft Outlook Express 5.50.4133.2400,1,0,0
Ham,2002,9,3,8,5,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,2,21,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0
Ham,2002,9,3,8,19,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0
Ham,2002,9,3,12,53,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,9,3,13,4,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,3,13,31,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,9,3,13,27,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Microsoft Outlook, Build 10.0.2627",1,0,0
Ham,2002,9,3,16,42,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Ximian Evolution 1.1.0.99 (Preview Release),1,0,0
Ham,2002,9,3,14,35,48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Apple Mail (2.482),1,0,0
Ham,2002,9,3,18,17,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,3,19,23,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,3,19,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,1,0,0
Ham,2002,9,3,19,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,9,4,1,8,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,3,23,18,58,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,,1,0,0
Ham,2002,9,4,8,48,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,4,12,48,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,4,9,55,18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,9,4,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,9,4,14,47,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,9,4,16,27,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,,0,0,0
Ham,2002,9,4,17,36,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,4,15,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,9,4,19,58,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,Internet Mail Service (5.5.2653.19),1,0,0
Ham,2002,9,4,21,59,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0
Ham,2002,9,4,23,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,The Bat! (v1.52f) Educational,1,0,0
Ham,2002,9,4,23,16,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,4,21,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Microsoft Outlook Express 5.50.4133.2400,1,0,0
Ham,2002,9,4,22,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,9,4,21,56,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Microsoft Outlook Express 6.00.2600.0000,1,0,0
Ham,2002,9,5,1,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,0,41,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,0,52,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,1,0,0
Ham,2002,9,5,11,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,5,9,52,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,Microsoft Outlook Express 5.50.4807.1700,1,0,0
Ham,2002,9,5,10,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,10,40,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,9,6,2,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,6,2,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0
Ham,2002,9,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,6,4,26,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,21,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,6,4,26,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,20,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,23,41,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,The Bat! (v1.52f) Educational,1,0,0
Ham,2002,9,5,23,16,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,The Bat! (v1.52f) Educational,1,0,0
Ham,2002,9,5,21,27,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,5,23,16,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,The Bat! (v1.52f) Educational,1,0,0
Ham,2002,9,5,19,7,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,6,11,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,15,7,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,QUALCOMM Windows Eudora Version 5.1,1,0,0
Ham,2002,9,5,16,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,14,32,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,1,0,0
Ham,2002,9,6,5,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,16,2,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0
Ham,2002,9,6,4,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,4,14,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,QUALCOMM Windows Eudora Version 5.1,1,0,0
Ham,2002,9,6,12,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0
Ham,2002,9,6,8,44,38,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,AOL 5.0 for Mac sub 45,1,0,0
Ham,2002,9,6,13,41,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,1,0,0
Ham,2002,9,6,15,57,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0
Ham,2002,9,5,13,59,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"Microsoft Outlook IMO, Build 9.0.2416 (9.0.2911.0)",1,0,0
Ham,2002,9,6,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
